,name,link
828,Jada Pinkett Smith,/name/nm0000586/?ref_=tt_cl_t7
829,Gillian Anderson,/name/nm0000096/?ref_=tt_cl_t8
830,Keith David,/name/nm0202966/?ref_=tt_cl_t2
831,Corey Burton,/name/nm0123553/?ref_=tt_cl_t10
832,Tara Strong,/name/nm0152839/?ref_=tt_cl_t11
833,Julia Fletcher,/name/nm0218556/?ref_=tt_cl_t12
834,Debi Derryberry,/name/nm0220635/?ref_=tt_cl_t13
835,Alex Fernandez,/name/nm0273371/?ref_=tt_cl_t14
836,Jack Fletcher,/name/nm0282027/?ref_=tt_cl_t15
837,Carrie Henn,/name/nm0001343/?ref_=tt_cl_t2
838,Michael Biehn,/name/nm0000299/?ref_=tt_cl_t2
839,Lance Henriksen,/name/nm0000448/?ref_=tt_cl_t5
840,Bill Paxton,/name/nm0000200/?ref_=tt_cl_t13
841,William Hope,/name/nm0394054/?ref_=tt_cl_t7
842,Al Matthews,/name/nm0559922/?ref_=tt_cl_t9
843,Ricco Ross,/name/nm0743768/?ref_=tt_cl_t11
844,Colette Hiller,/name/nm0384876/?ref_=tt_cl_t12
845,Daniel Kash,/name/nm0440511/?ref_=tt_cl_t13
846,Cynthia Dale Scott,/name/nm0778992/?ref_=tt_cl_t14
847,Tip Tipping,/name/nm0864150/?ref_=tt_cl_t15
848,Min-sik Choi,/name/nm0158856/?ref_=tt_cl_t1
849,Ji-tae Yu,/name/nm0949167/?ref_=tt_cl_t2
850,Hye-jeong Kang,/name/nm1367246/?ref_=tt_cl_t3
851,Dae-han Ji,/name/nm1203041/?ref_=tt_cl_t4
852,Dal-su Oh,/name/nm1367681/?ref_=tt_cl_t5
853,Byeong-ok Kim,/name/nm1366028/?ref_=tt_cl_t6
854,Seung-shin Lee,/name/nm1800416/?ref_=tt_cl_t7
855,Jin-seo Yoon,/name/nm1517134/?ref_=tt_cl_t8
856,Dae-yeon Lee,/name/nm1139514/?ref_=tt_cl_t9
857,Kwang-rok Oh,/name/nm1059108/?ref_=tt_cl_t10
858,Tae-kyung Oh,/name/nm0644905/?ref_=tt_cl_t11
859,Yeon-Seok Yoo,/name/nm1881661/?ref_=tt_cl_t12
860,Il-han Oo,/name/nm1880422/?ref_=tt_cl_t13
861,Su-hyeon Kim,/name/nm1365943/?ref_=tt_cl_t14
862,Seung-jin Lee,/name/nm1235320/?ref_=tt_cl_t15
863,Tyrone Power,/name/nm0000061/?ref_=tt_cl_t1
864,Marlene Dietrich,/name/nm0000017/?ref_=tt_cl_t4
865,Charles Laughton,/name/nm0001452/?ref_=tt_cl_t3
866,Elsa Lanchester,/name/nm0006471/?ref_=tt_cl_t4
867,John Williams,/name/nm0002369/?ref_=tt_cl_t4
868,Ian Wolfe,/name/nm0938052/?ref_=tt_cl_t7
869,Torin Thatcher,/name/nm0857147/?ref_=tt_cl_t8
870,Norma Varden,/name/nm0889540/?ref_=tt_cl_t9
871,Una O'Connor,/name/nm0640547/?ref_=tt_cl_t10
872,Francis Compton,/name/nm0174031/?ref_=tt_cl_t11
873,Philip Tonge,/name/nm0867282/?ref_=tt_cl_t12
874,Ruta Lee,/name/nm0498181/?ref_=tt_cl_t13
875,James Woods,/name/nm0000249/?ref_=tt_cl_t4
876,Elizabeth McGovern,/name/nm0001527/?ref_=tt_cl_t3
877,Burt Young,/name/nm0949350/?ref_=tt_cl_t3
878,Tuesday Weld,/name/nm0001839/?ref_=tt_cl_t6
879,Treat Williams,/name/nm0001852/?ref_=tt_cl_t7
880,James Hayden,/name/nm0370747/?ref_=tt_cl_t10
881,William Forsythe,/name/nm0001235/?ref_=tt_cl_t11
882,Darlanne Fluegel,/name/nm0283311/?ref_=tt_cl_t12
883,Larry Rapp,/name/nm0710858/?ref_=tt_cl_t13
884,Richard Foronjy,/name/nm0286561/?ref_=tt_cl_t14
885,Robert Harper,/name/nm0363948/?ref_=tt_cl_t15
886,Jürgen Prochnow,/name/nm0001638/?ref_=tt_cl_t1
887,Herbert Grönemeyer,/name/nm0344963/?ref_=tt_cl_t2
888,Klaus Wennemann,/name/nm0921044/?ref_=tt_cl_t3
889,Hubertus Bengsch,/name/nm0071059/?ref_=tt_cl_t4
890,Martin Semmelrogge,/name/nm0783847/?ref_=tt_cl_t5
891,Bernd Tauber,/name/nm0851427/?ref_=tt_cl_t6
892,Erwin Leder,/name/nm0496441/?ref_=tt_cl_t7
893,Martin May,/name/nm0562056/?ref_=tt_cl_t8
894,Heinz Hoenig,/name/nm0388517/?ref_=tt_cl_t9
895,Uwe Ochsenknecht,/name/nm0643805/?ref_=tt_cl_t10
896,Claude-Oliver Rudolph,/name/nm0748936/?ref_=tt_cl_t11
897,Jan Fedder,/name/nm0270035/?ref_=tt_cl_t12
898,Ralf Richter,/name/nm0725338/?ref_=tt_cl_t13
899,Joachim Bernhard,/name/nm0076751/?ref_=tt_cl_t14
900,Oliver Stritzel,/name/nm0834640/?ref_=tt_cl_t15
901,Joseph Cotten,/name/nm0001072/?ref_=tt_cl_t1
902,Dorothy Comingore,/name/nm0173827/?ref_=tt_cl_t2
903,Agnes Moorehead,/name/nm0001547/?ref_=tt_cl_t3
904,Ruth Warrick,/name/nm0913095/?ref_=tt_cl_t4
905,Ray Collins,/name/nm0172615/?ref_=tt_cl_t11
906,Erskine Sanford,/name/nm0762557/?ref_=tt_cl_t6
907,Everett Sloane,/name/nm0806041/?ref_=tt_cl_t7
908,William Alland,/name/nm0020041/?ref_=tt_cl_t8
909,Paul Stewart,/name/nm0829717/?ref_=tt_cl_t9
910,George Coulouris,/name/nm0183459/?ref_=tt_cl_t10
911,Fortunio Bonanova,/name/nm0093769/?ref_=tt_cl_t9
912,Gus Schilling,/name/nm0771696/?ref_=tt_cl_t12
913,Philip Van Zandt,/name/nm0888349/?ref_=tt_cl_t13
914,Georgia Backus,/name/nm0045735/?ref_=tt_cl_t14
915,Harry Shannon,/name/nm0788288/?ref_=tt_cl_t15
916,Aamir Khan,/name/nm0451148/?ref_=tt_cl_t1
917,Sakshi Tanwar,/name/nm2799219/?ref_=tt_cl_t2
918,Fatima Sana Shaikh,/name/nm0760778/?ref_=tt_cl_t3
919,Sanya Malhotra,/name/nm7621667/?ref_=tt_cl_t4
920,Aparshakti Khurana,/name/nm6269780/?ref_=tt_cl_t5
921,Zaira Wasim,/name/nm7621668/?ref_=tt_cl_t6
922,Suhani Bhatnagar,/name/nm7621669/?ref_=tt_cl_t7
923,Ritwik Sahore,/name/nm5057209/?ref_=tt_cl_t8
924,Girish Kulkarni,/name/nm2971390/?ref_=tt_cl_t9
925,Ravi Aneja,/name/nm8624891/?ref_=tt_cl_t10
926,Anurag Arora,/name/nm3189957/?ref_=tt_cl_t11
927,Mahesh Balraj,/name/nm5129212/?ref_=tt_cl_t12
928,Vivan Bhatena,/name/nm1875257/?ref_=tt_cl_t13
929,Anmol Charan,/name/nm8664806/?ref_=tt_cl_t14
930,Badrul Islam,/name/nm3943087/?ref_=tt_cl_t15
931,Kim Novak,/name/nm0001571/?ref_=tt_cl_t2
932,Barbara Bel Geddes,/name/nm0000895/?ref_=tt_cl_t3
933,Tom Helmore,/name/nm0375738/?ref_=tt_cl_t4
934,Henry Jones,/name/nm0428216/?ref_=tt_cl_t5
935,Raymond Bailey,/name/nm0047450/?ref_=tt_cl_t6
936,Ellen Corby,/name/nm0179289/?ref_=tt_cl_t7
937,Konstantin Shayne,/name/nm0790164/?ref_=tt_cl_t8
938,Lee Patrick,/name/nm0665886/?ref_=tt_cl_t6
939,Cary Grant,/name/nm0000026/?ref_=tt_cl_t1
940,Eva Marie Saint,/name/nm0001693/?ref_=tt_cl_t2
941,James Mason,/name/nm0000051/?ref_=tt_cl_t3
942,Jessie Royce Landis,/name/nm0484829/?ref_=tt_cl_t4
943,Leo G. Carroll,/name/nm0001991/?ref_=tt_cl_t11
944,Josephine Hutchinson,/name/nm0404360/?ref_=tt_cl_t6
945,Philip Ober,/name/nm0643211/?ref_=tt_cl_t7
946,Martin Landau,/name/nm0001445/?ref_=tt_cl_t8
947,Adam Williams,/name/nm0929965/?ref_=tt_cl_t9
948,Edward Platt,/name/nm0686857/?ref_=tt_cl_t10
949,Robert Ellenstein,/name/nm0254006/?ref_=tt_cl_t11
950,Les Tremayne,/name/nm0871876/?ref_=tt_cl_t12
951,Philip Coolidge,/name/nm0177642/?ref_=tt_cl_t13
952,Patrick McVey,/name/nm0574686/?ref_=tt_cl_t14
953,Sebastian Shaw,/name/nm0789970/?ref_=tt_cl_t7
954,Ian McDiarmid,/name/nm0001519/?ref_=tt_cl_t8
955,Michael Pennington,/name/nm0672190/?ref_=tt_cl_t14
956,Kenneth Colley,/name/nm0171829/?ref_=tt_cl_t9
957,James Robinson,/name/nm0732703/?ref_=tt_cl_t1
958,Sean Lawlor,/name/nm0492566/?ref_=tt_cl_t2
959,Sandy Nelson,/name/nm0625729/?ref_=tt_cl_t3
960,James Cosmo,/name/nm0181920/?ref_=tt_cl_t8
961,Sean McGinley,/name/nm0569336/?ref_=tt_cl_t5
962,Alan Tall,/name/nm0848100/?ref_=tt_cl_t6
963,Andrew Weir,/name/nm0918571/?ref_=tt_cl_t7
964,Gerda Stevenson,/name/nm0828941/?ref_=tt_cl_t8
965,Ralph Riach,/name/nm0722661/?ref_=tt_cl_t9
966,Mhairi Calvey,/name/nm0130860/?ref_=tt_cl_t10
967,Brian Cox,/name/nm0004051/?ref_=tt_cl_t11
968,Patrick McGoohan,/name/nm0001526/?ref_=tt_cl_t12
969,Peter Hanly,/name/nm0360165/?ref_=tt_cl_t13
970,Sophie Marceau,/name/nm0000521/?ref_=tt_cl_t14
971,Stephen Billington,/name/nm0082550/?ref_=tt_cl_t15
972,Harvey Keitel,/name/nm0000172/?ref_=tt_cl_t7
973,Michael Madsen,/name/nm0000514/?ref_=tt_cl_t6
974,Chris Penn,/name/nm0001606/?ref_=tt_cl_t4
975,Steve Buscemi,/name/nm0000114/?ref_=tt_cl_t4
976,Lawrence Tierney,/name/nm0862937/?ref_=tt_cl_t6
977,Edward Bunker,/name/nm0120483/?ref_=tt_cl_t7
978,Quentin Tarantino,/name/nm0000233/?ref_=tt_cl_t8
979,Randy Brooks,/name/nm0112207/?ref_=tt_cl_t9
980,Kirk Baltz,/name/nm0051257/?ref_=tt_cl_t10
981,Steven Wright,/name/nm0942833/?ref_=tt_cl_t11
982,Rich Turner,/name/nm0877822/?ref_=tt_cl_t12
983,Tony Cosmo,/name/nm0181922/?ref_=tt_cl_t14
984,Stevo Polyi,/name/nm0689957/?ref_=tt_cl_t15
985,Ellen Widmann,/name/nm0927145/?ref_=tt_cl_t2
986,Inge Landgut,/name/nm0484737/?ref_=tt_cl_t3
987,Otto Wernicke,/name/nm0921532/?ref_=tt_cl_t4
988,Theodor Loos,/name/nm0519765/?ref_=tt_cl_t5
989,Gustaf Gründgens,/name/nm0345073/?ref_=tt_cl_t6
990,Friedrich Gnaß,/name/nm0323479/?ref_=tt_cl_t7
991,Fritz Odemar,/name/nm0643997/?ref_=tt_cl_t8
992,Paul Kemp,/name/nm0447349/?ref_=tt_cl_t9
993,Theo Lingen,/name/nm0003586/?ref_=tt_cl_t10
994,Rudolf Blümner,/name/nm0090104/?ref_=tt_cl_t11
995,Georg John,/name/nm0313308/?ref_=tt_cl_t12
996,Franz Stein,/name/nm0825461/?ref_=tt_cl_t13
997,Ernst Stahl-Nachbaur,/name/nm0821504/?ref_=tt_cl_t14
998,Gerhard Bienert,/name/nm0081499/?ref_=tt_cl_t15
999,Jared Leto,/name/nm0001467/?ref_=tt_cl_t2
1000,Jennifer Connelly,/name/nm0000124/?ref_=tt_cl_t3
1001,Marlon Wayans,/name/nm0005541/?ref_=tt_cl_t4
1002,Christopher McDonald,/name/nm0001520/?ref_=tt_cl_t5
1003,Louise Lasser,/name/nm0489837/?ref_=tt_cl_t6
1004,Marcia Jean Kurtz,/name/nm0476040/?ref_=tt_cl_t7
1005,Janet Sarno,/name/nm0765423/?ref_=tt_cl_t8
1006,Suzanne Shepherd,/name/nm0791877/?ref_=tt_cl_t9
1007,Joanne Gordon,/name/nm2999980/?ref_=tt_cl_t10
1008,Charlotte Aronofsky,/name/nm0036921/?ref_=tt_cl_t11
1009,Mark Margolis,/name/nm0546797/?ref_=tt_cl_t12
1010,Michael Kaycheck,/name/nm0443244/?ref_=tt_cl_t13
1011,Jack O'Connell,/name/nm0640081/?ref_=tt_cl_t14
1012,Chas Mastin,/name/nm0557779/?ref_=tt_cl_t15
1013,Audrey Tautou,/name/nm0851582/?ref_=tt_cl_t1
1014,Mathieu Kassovitz,/name/nm0440913/?ref_=tt_cl_t2
1015,Rufus,/name/nm0749363/?ref_=tt_cl_t3
1016,Lorella Cravotta,/name/nm0186677/?ref_=tt_cl_t4
1017,Serge Merlin,/name/nm0581014/?ref_=tt_cl_t5
1018,Jamel Debbouze,/name/nm0213354/?ref_=tt_cl_t6
1019,Claire Maurier,/name/nm0561158/?ref_=tt_cl_t2
1020,Isabelle Nanty,/name/nm0620964/?ref_=tt_cl_t9
1021,Dominique Pinon,/name/nm0684500/?ref_=tt_cl_t10
1022,Artus de Penguern,/name/nm0671844/?ref_=tt_cl_t11
1023,Yolande Moreau,/name/nm0603446/?ref_=tt_cl_t12
1024,Urbain Cancelier,/name/nm0133636/?ref_=tt_cl_t13
1025,Maurice Bénichou,/name/nm0126870/?ref_=tt_cl_t14
1026,Michel Robin,/name/nm0732220/?ref_=tt_cl_t15
1027,Darsheel Safary,/name/nm2594301/?ref_=tt_cl_t1
1028,Tanay Chheda,/name/nm2540053/?ref_=tt_cl_t3
1029,Sachet Engineer,/name/nm3222518/?ref_=tt_cl_t4
1030,Tisca Chopra,/name/nm1538116/?ref_=tt_cl_t5
1031,Vipin Sharma,/name/nm1479650/?ref_=tt_cl_t10
1032,Lalitha Lajmi,/name/nm2896015/?ref_=tt_cl_t7
1033,Girija Oak,/name/nm2887354/?ref_=tt_cl_t8
1034,Ravi Khanvilkar,/name/nm1334512/?ref_=tt_cl_t9
1035,Pratima Kulkarni,/name/nm3220980/?ref_=tt_cl_t10
1036,Meghna Malik,/name/nm1386135/?ref_=tt_cl_t11
1037,Sonali Sachdev,/name/nm3000723/?ref_=tt_cl_t12
1038,Sanjay Dadich,/name/nm3220990/?ref_=tt_cl_t13
1039,Raaj Gopal Iyer,/name/nm2052194/?ref_=tt_cl_t14
1040,Bugs Bhargava,/name/nm3221779/?ref_=tt_cl_t15
1041,Malcolm McDowell,/name/nm0000532/?ref_=tt_cl_t1
1042,Patrick Magee,/name/nm0535861/?ref_=tt_cl_t3
1043,Michael Bates,/name/nm0060988/?ref_=tt_cl_t3
1044,Warren Clarke,/name/nm0165049/?ref_=tt_cl_t4
1045,John Clive,/name/nm0166979/?ref_=tt_cl_t5
1046,Adrienne Corri,/name/nm0180920/?ref_=tt_cl_t6
1047,Carl Duering,/name/nm0240268/?ref_=tt_cl_t7
1048,Paul Farrell,/name/nm0268306/?ref_=tt_cl_t8
1049,Clive Francis,/name/nm0290117/?ref_=tt_cl_t9
1050,Michael Gover,/name/nm0332842/?ref_=tt_cl_t10
1051,Miriam Karlin,/name/nm0439507/?ref_=tt_cl_t11
1052,James Marcus,/name/nm0546118/?ref_=tt_cl_t12
1053,Aubrey Morris,/name/nm0606368/?ref_=tt_cl_t13
1054,Godfrey Quigley,/name/nm0703501/?ref_=tt_cl_t13
1055,Sheila Raynor,/name/nm0713520/?ref_=tt_cl_t15
1056,Fionn Whitehead,/name/nm7887725/?ref_=tt_cl_t1
1057,Damien Bonnard,/name/nm4044784/?ref_=tt_cl_t2
1058,Aneurin Barnard,/name/nm2902567/?ref_=tt_cl_t3
1059,Lee Armstrong,/name/nm5218471/?ref_=tt_cl_t4
1060,James Bloor,/name/nm5914751/?ref_=tt_cl_t5
1061,Barry Keoghan,/name/nm4422686/?ref_=tt_cl_t6
1062,Mark Rylance,/name/nm0753314/?ref_=tt_cl_t7
1063,Tom Glynn-Carney,/name/nm6077951/?ref_=tt_cl_t8
1064,Jack Lowden,/name/nm4110963/?ref_=tt_cl_t10
1065,Luke Thompson,/name/nm3451086/?ref_=tt_cl_t11
1066,Michel Biel,/name/nm7754761/?ref_=tt_cl_t12
1067,Constantin Balsan,/name/nm4633460/?ref_=tt_cl_t13
1068,Billy Howle,/name/nm6247071/?ref_=tt_cl_t14
1069,Mikey Collins,/name/nm6682520/?ref_=tt_cl_t15
1070,Mone Kamishiraishi,/name/nm4759838/?ref_=tt_cl_t2
1071,Ryô Narita,/name/nm6954008/?ref_=tt_cl_t3
1072,Aoi Yûki,/name/nm2976492/?ref_=tt_cl_t4
1073,Nobunaga Shimazaki,/name/nm4858403/?ref_=tt_cl_t5
1074,Kaito Ishikawa,/name/nm5481013/?ref_=tt_cl_t6
1075,Kanon Tani,/name/nm4411190/?ref_=tt_cl_t7
1076,Masaki Terasoma,/name/nm1111054/?ref_=tt_cl_t8
1077,Sayaka Ohara,/name/nm1360441/?ref_=tt_cl_t9
1078,Kazuhiko Inoue,/name/nm0409287/?ref_=tt_cl_t10
1079,Chafûrin,/name/nm0149218/?ref_=tt_cl_t11
1080,Kana Hanazawa,/name/nm2573928/?ref_=tt_cl_t12
1081,Yuka Terasaki,/name/nm2719774/?ref_=tt_cl_t13
1082,Takashi Onozuka,/name/nm1310910/?ref_=tt_cl_t14
1083,Yôhei Namekawa,/name/nm7402413/?ref_=tt_cl_t15
1084,Peter O'Toole,/name/nm0000564/?ref_=tt_cl_t1
1085,Anthony Quinn,/name/nm0000063/?ref_=tt_cl_t3
1086,Jack Hawkins,/name/nm0370144/?ref_=tt_cl_t2
1087,Omar Sharif,/name/nm0001725/?ref_=tt_cl_t5
1088,José Ferrer,/name/nm0001207/?ref_=tt_cl_t6
1089,Anthony Quayle,/name/nm0703033/?ref_=tt_cl_t7
1090,Arthur Kennedy,/name/nm0447913/?ref_=tt_cl_t9
1091,Donald Wolfit,/name/nm0938372/?ref_=tt_cl_t10
1092,I.S. Johar,/name/nm0424102/?ref_=tt_cl_t11
1093,Gamil Ratib,/name/nm0711633/?ref_=tt_cl_t12
1094,Michel Ray,/name/nm0712935/?ref_=tt_cl_t13
1095,John Dimech,/name/nm0227249/?ref_=tt_cl_t14
1096,Zia Mohyeddin,/name/nm0596109/?ref_=tt_cl_t15
1097,Fred MacMurray,/name/nm0534045/?ref_=tt_cl_t3
1098,Barbara Stanwyck,/name/nm0001766/?ref_=tt_cl_t2
1099,Edward G. Robinson,/name/nm0000064/?ref_=tt_cl_t3
1100,Porter Hall,/name/nm0356004/?ref_=tt_cl_t14
1101,Jean Heather,/name/nm0372742/?ref_=tt_cl_t5
1102,Tom Powers,/name/nm0694631/?ref_=tt_cl_t6
1103,Byron Barr,/name/nm0056477/?ref_=tt_cl_t7
1104,Richard Gaines,/name/nm0301348/?ref_=tt_cl_t8
1105,John Philliber,/name/nm0680139/?ref_=tt_cl_t10
1106,F. Murray Abraham,/name/nm0000719/?ref_=tt_cl_t2
1107,Tom Hulce,/name/nm0001371/?ref_=tt_cl_t2
1108,Elizabeth Berridge,/name/nm0000931/?ref_=tt_cl_t3
1109,Roy Dotrice,/name/nm0234541/?ref_=tt_cl_t4
1110,Simon Callow,/name/nm0001003/?ref_=tt_cl_t5
1111,Christine Ebersole,/name/nm0002056/?ref_=tt_cl_t12
1112,Jeffrey Jones,/name/nm0000470/?ref_=tt_cl_t7
1113,Charles Kay,/name/nm0443016/?ref_=tt_cl_t8
1114,Kenneth McMillan,/name/nm0573299/?ref_=tt_cl_t9
1115,Lisbeth Bartlett,/name/nm0058853/?ref_=tt_cl_t11
1116,Barbara Bryne,/name/nm0117408/?ref_=tt_cl_t12
1117,Martin Cavina,/name/nm0147168/?ref_=tt_cl_t13
1118,Roderick Cook,/name/nm0177260/?ref_=tt_cl_t14
1119,Milan Demjanenko,/name/nm0218562/?ref_=tt_cl_t15
1120,Diahnne Abbott,/name/nm0007958/?ref_=tt_cl_t1
1121,Frank Adu,/name/nm0012524/?ref_=tt_cl_t2
1122,Victor Argo,/name/nm0034519/?ref_=tt_cl_t3
1123,Gino Ardito,/name/nm0034082/?ref_=tt_cl_t4
1124,Garth Avery,/name/nm0043039/?ref_=tt_cl_t5
1125,Peter Boyle,/name/nm0001967/?ref_=tt_cl_t6
1126,Albert Brooks,/name/nm0000983/?ref_=tt_cl_t1
1127,Harry Cohn,/name/nm0169903/?ref_=tt_cl_t8
1128,Copper Cunningham,/name/nm0192276/?ref_=tt_cl_t9
1129,Brenda Dickson,/name/nm0225734/?ref_=tt_cl_t11
1130,Harry Fischler,/name/nm0279206/?ref_=tt_cl_t12
1131,Nat Grant,/name/nm0335580/?ref_=tt_cl_t14
1132,Leonard Harris,/name/nm0364997/?ref_=tt_cl_t15
1133,Jim Carrey,/name/nm0000120/?ref_=tt_cl_t1
1134,Kate Winslet,/name/nm0000701/?ref_=tt_cl_t2
1135,Gerry Robert Byrne,/name/nm0004423/?ref_=tt_cl_t3
1136,Elijah Wood,/name/nm0000704/?ref_=tt_cl_t4
1137,Thomas Jay Ryan,/name/nm0752876/?ref_=tt_cl_t5
1138,Mark Ruffalo,/name/nm0749263/?ref_=tt_cl_t1
1139,Jane Adams,/name/nm0011038/?ref_=tt_cl_t7
1140,David Cross,/name/nm0189144/?ref_=tt_cl_t8
1141,Kirsten Dunst,/name/nm0000379/?ref_=tt_cl_t9
1142,Tom Wilkinson,/name/nm0929489/?ref_=tt_cl_t15
1143,Ryan Whitney,/name/nm1439297/?ref_=tt_cl_t11
1144,Debbon Ayer,/name/nm0043743/?ref_=tt_cl_t12
1145,Amir Ali Said,/name/nm1552908/?ref_=tt_cl_t13
1146,Brian Price,/name/nm1552903/?ref_=tt_cl_t14
1147,Paulie Litt,/name/nm1445789/?ref_=tt_cl_t15
1148,Gregory Peck,/name/nm0000060/?ref_=tt_cl_t1
1149,John Megna,/name/nm0576345/?ref_=tt_cl_t2
1150,Frank Overton,/name/nm0653942/?ref_=tt_cl_t3
1151,Rosemary Murphy,/name/nm0614677/?ref_=tt_cl_t4
1152,Ruth White,/name/nm0925418/?ref_=tt_cl_t5
1153,Brock Peters,/name/nm0676349/?ref_=tt_cl_t6
1154,Estelle Evans,/name/nm0262745/?ref_=tt_cl_t7
1155,Paul Fix,/name/nm0280707/?ref_=tt_cl_t8
1156,Collin Wilcox Paxton,/name/nm0668110/?ref_=tt_cl_t9
1157,James Anderson,/name/nm0026841/?ref_=tt_cl_t10
1158,Alice Ghostley,/name/nm0315933/?ref_=tt_cl_t11
1159,William Windom,/name/nm0934750/?ref_=tt_cl_t13
1160,Crahan Denton,/name/nm0219825/?ref_=tt_cl_t14
1161,Richard Hale,/name/nm0354989/?ref_=tt_cl_t15
1162,Adam Baldwin,/name/nm0000284/?ref_=tt_cl_t2
1163,Vincent D'Onofrio,/name/nm0000352/?ref_=tt_cl_t3
1164,Dorian Harewood,/name/nm0002126/?ref_=tt_cl_t5
1165,Kevyn Major Howard,/name/nm0397441/?ref_=tt_cl_t6
1166,Arliss Howard,/name/nm0397124/?ref_=tt_cl_t7
1167,Ed O'Ross,/name/nm0642522/?ref_=tt_cl_t8
1168,John Terry,/name/nm0856012/?ref_=tt_cl_t9
1169,Kieron Jecchinis,/name/nm0420029/?ref_=tt_cl_t10
1170,Kirk Taylor,/name/nm0852722/?ref_=tt_cl_t11
1171,Tim Colceri,/name/nm0170381/?ref_=tt_cl_t12
1172,Jon Stafford,/name/nm0821305/?ref_=tt_cl_t13
1173,Bruce Boa,/name/nm0090124/?ref_=tt_cl_t14
1174,Ian Tyler,/name/nm0878829/?ref_=tt_cl_t15
1175,Keir Dullea,/name/nm0001158/?ref_=tt_cl_t1
1176,Gary Lockwood,/name/nm0516972/?ref_=tt_cl_t2
1177,William Sylvester,/name/nm0843213/?ref_=tt_cl_t3
1178,Daniel Richter,/name/nm0725220/?ref_=tt_cl_t4
1179,Leonard Rossiter,/name/nm0744436/?ref_=tt_cl_t14
1180,Margaret Tyzack,/name/nm0879239/?ref_=tt_cl_t6
1181,Robert Beatty,/name/nm0064235/?ref_=tt_cl_t7
1182,Sean Sullivan,/name/nm0838330/?ref_=tt_cl_t8
1183,Douglas Rain,/name/nm0706937/?ref_=tt_cl_t9
1184,Frank Miller,/name/nm0588339/?ref_=tt_cl_t10
1185,Bill Weston,/name/nm0922916/?ref_=tt_cl_t11
1186,Ed Bishop,/name/nm0084042/?ref_=tt_cl_t12
1187,Alan Gifford,/name/nm0317506/?ref_=tt_cl_t14
1188,Ann Gillis,/name/nm0319268/?ref_=tt_cl_t15
1189,Gene Kelly,/name/nm0000037/?ref_=tt_cl_t1
1190,Donald O'Connor,/name/nm0640307/?ref_=tt_cl_t2
1191,Debbie Reynolds,/name/nm0001666/?ref_=tt_cl_t3
1192,Jean Hagen,/name/nm0353405/?ref_=tt_cl_t4
1193,Millard Mitchell,/name/nm0593612/?ref_=tt_cl_t5
1194,Cyd Charisse,/name/nm0001998/?ref_=tt_cl_t6
1195,Douglas Fowley,/name/nm0288830/?ref_=tt_cl_t7
1196,Rita Moreno,/name/nm0001549/?ref_=tt_cl_t8
1197,Tim Allen,/name/nm0000741/?ref_=tt_cl_t2
1198,Joan Cusack,/name/nm0000349/?ref_=tt_cl_t3
1199,Ned Beatty,/name/nm0000885/?ref_=tt_cl_t6
1200,Don Rickles,/name/nm0725543/?ref_=tt_cl_t5
1201,Michael Keaton,/name/nm0000474/?ref_=tt_cl_t2
1202,Wallace Shawn,/name/nm0001728/?ref_=tt_cl_t5
1203,Estelle Harris,/name/nm0364680/?ref_=tt_cl_t9
1204,John Morris,/name/nm0606658/?ref_=tt_cl_t8
1205,Jodi Benson,/name/nm0072533/?ref_=tt_cl_t11
1206,Emily Hahn,/name/nm3432684/?ref_=tt_cl_t12
1207,Laurie Metcalf,/name/nm0582418/?ref_=tt_cl_t10
1208,Blake Clark,/name/nm0163703/?ref_=tt_cl_t14
1209,Paul Newman,/name/nm0000056/?ref_=tt_cl_t1
1210,Robert Redford,/name/nm0000602/?ref_=tt_cl_t2
1211,Robert Shaw,/name/nm0001727/?ref_=tt_cl_t2
1212,Charles Durning,/name/nm0001164/?ref_=tt_cl_t14
1213,Ray Walston,/name/nm0001827/?ref_=tt_cl_t4
1214,Eileen Brennan,/name/nm0107281/?ref_=tt_cl_t6
1215,Harold Gould,/name/nm0332390/?ref_=tt_cl_t7
1216,John Heffernan,/name/nm0373570/?ref_=tt_cl_t8
1217,Dana Elcar,/name/nm0253020/?ref_=tt_cl_t9
1218,Jack Kehoe,/name/nm0444955/?ref_=tt_cl_t10
1219,Dimitra Arliss,/name/nm0035195/?ref_=tt_cl_t11
1220,Robert Earl Jones,/name/nm0429149/?ref_=tt_cl_t12
1221,James Sloyan,/name/nm0806277/?ref_=tt_cl_t13
1222,Charles Dierkop,/name/nm0225741/?ref_=tt_cl_t15
1223,Lee Paul,/name/nm0666901/?ref_=tt_cl_t15
1224,Jim Varney,/name/nm0001815/?ref_=tt_cl_t4
1225,Annie Potts,/name/nm0001633/?ref_=tt_cl_t7
1226,Erik von Detten,/name/nm0902184/?ref_=tt_cl_t9
1227,Sarah Freeman,/name/nm0293589/?ref_=tt_cl_t12
1228,Penn Jillette,/name/nm0422710/?ref_=tt_cl_t13
1229,Jack Angel,/name/nm0029460/?ref_=tt_cl_t15
1230,Spencer Aste,/name/nm0039970/?ref_=tt_cl_t15
1231,Madhavan,/name/nm0534856/?ref_=tt_cl_t9
1232,Sharman Joshi,/name/nm0430817/?ref_=tt_cl_t3
1233,Kareena Kapoor Khan,/name/nm0004626/?ref_=tt_cl_t4
1234,Boman Irani,/name/nm1224082/?ref_=tt_cl_t4
1235,Omi Vaidya,/name/nm1437925/?ref_=tt_cl_t6
